product.sku;product_description.name.hu;product.weight;product.weight_class_id;product.image;product_to_category.category_name;product.manufacturer_id;product.product_class_id;attr_values.anyag.hu;attr_values.rogzites.hu;attr_values.csaptipus.hu;attr_values.szemforma.hu;attr_values.osztas;attr_values.belsoheveder;attr_values.gorgoatmero;attr_values.csapatmero;attr_values.csaphossz;attr_values.huvelyatmero;attr_values.fogszam;attr_values.fogedzett.hu;attr_values.kivitel.hu;attr_values.hevederek_szama.hu;attr_values.lanckerektipus.hu;attr_values.feluletkezeles.hu;product_special.price;product_special.date_start;product_special.date_end;product_description.short_description.hu;product.quantity_2;product.alapar;product.tax_class_id;product_description.quantity_name.hu;product_image.image.0;attr_values.huzal_atmero;attr_values.belso_hossz
N-GLHOK-5-12A1_H;12 A-1 H cseh hajlított összekötőszem;0.01;Kg.;product/N-GLHOK-1_H.png;Patentszemek;Európai;Görgőslánc;Acél;;Tömör;Hajlított;19,05;;;5,94;31,5;;;;Erősített;;;;;;;12A1: 1 soros sasszeges rögzítésű erősített (heavy) patentszem. Osztás: 19,05 mm., csaphosszúság: 31,5 mm., csapátmérő: 5,94 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;216.0;1051.0;27.0;db;product/N-GLHOK-1_H.png;;
N-GL-7-12A1_HE;12 A-1 HE görgőslánc;1.97;Kg.;;;Prémium;;;;;;;;;;;;;;;;;;;;;<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;12.0;9059.0;27.0;m;;;
N-GL-6-12A1_H;12 A-1 H cseh görgőslánc;1.8;Kg.;product/N-GL-1_H.png;Görgősláncok;Európai;Görgőslánc;;;Tömör;;19,05;12,57;11,91;;;;;;Erősített;;;;;;;12A1: 1 soros, 19,05 mm. osztású, 12,57 mm belső hevedertávolságú, 11,91 mm. görgőátmérőjű erősített (heavy) acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;35.0;6154.0;27.0;m;product/D-GL-1_H.png;;
N-GL-7-08B2;08 B-2 görgőslánc;1.35;Kg.;product/N-GL-2.png;Görgősláncok;Prémium;Görgőslánc;Acél;;Tömör;;12,700;7,75;8,51;;;;;;;;;;;;;08B2: 2 soros, 12,700 mm. osztású, 7,75 mm belső hevedertávolságú, 8,51 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;86.3;10773.0;27.0;m;product/D-GL-2.png;;
N-GL-6-08B3;08 B-3 cseh görgőslánc;2.0;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;12,700;7,75;8,51;;;;;;;;;;;;;08B3: 3 soros, 12,700 mm. osztású, 7,75 mm belső hevedertávolságú, 8,51 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;40.0;6722.0;27.0;m;product/D-GL-3.png;;
N-GLPSZ-6-08B3;08 B-3 cseh patentszem;0.025;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;12,700;;;4,45;48,8;;;;;;;;;;;08B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 12,700 mm., csaphosszúság: 48,8 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;16.0;670.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLHOK-7-08B2;08 B-2 hajlított összekötőszem;0.017;Kg.;product/N-GLHOK-2.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Hajlított;12,700;;;4,45;34,9;;;;;;;;;;;08B2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 12,700 mm., csaphosszúság: 34,9 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;78.0;3289.0;27.0;db;product/D-GLHOK-2.png;;
N-GLHOK-6-08B3;08 B-3 cseh hajlított összekötőszem;0.025;Kg.;product/N-GLHOK-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;12,700;;;4,45;48,8;;;;;;;;;;;08B3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 12,700 mm., csaphosszúság: 48,8 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;16.0;884.0;27.0;db;product/D-GLHOK-3.png;;
N-GLPSZ-7-08B2;08 B-2 patentszem;0.017;Kg.;product/N-GLPSZ-2.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Egyenes;12,700;;;4,45;34,9;;;;;;;;;;;08B2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 12,700 mm., csaphosszúság: 34,9 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;145.0;1558.0;27.0;db;product/D-GLPSZ-2.png;;
N-GL-5-08B3;08 B-3 cseh görgőslánc;2.0;Kg.;product/N-GL-3.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;12,700;7,75;8,51;;;;;;;;;;;;;08B3: 3 soros, 12,700 mm. osztású, 7,75 mm belső hevedertávolságú, 8,51 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;45.62;6722.0;27.0;m;product/D-GL-3.png;;
N-GLPSZ-5-08B3;08 B-3 cseh patentszem;0.025;Kg.;product/N-GLPSZ-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;12,700;;;4,45;48,8;;;;;;;;;;;08B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 12,700 mm., csaphosszúság: 48,8 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;252.0;670.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLHOK-5-08B3;08 B-3 cseh hajlított összekötőszem;0.025;Kg.;product/N-GLHOK-3.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;12,700;;;4,45;48,8;;;;;;;;;;;08B3: 3 soros sasszeges rögzítésű hajlított patentszem. Osztás: 12,700 mm., csaphosszúság: 48,8 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;330.0;884.0;27.0;db;product/D-GLHOK-3.png;;
N-GL-7-08B3;08 B-3 görgőslánc;2.0;Kg.;product/N-GL-3.png;Görgősláncok;Prémium;Görgőslánc;Acél;;Tömör;;12,700;7,75;8,51;;;;;;;;;;;;;08B3: 3 soros, 12,700 mm. osztású, 7,75 mm belső hevedertávolságú, 8,51 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;20.0;29113.0;27.0;m;product/D-GL-3.png;;
N-GL-7-16A1;16 A-1 görgőslánc;2.6;Kg.;product/N-GL-1.png;Görgősláncok;Prémium;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A1: 1 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;110.274;12561.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-7-08B3;08 B-3 patentszem;0.025;Kg.;product/N-GLPSZ-3.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Egyenes;12,700;;;4,45;48,8;;;;;;;;;;;08B3: 3 soros rugós lemezes rögzítésű acél patentszem. Osztás: 12,700 mm., csaphosszúság: 48,8 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;32.0;4315.0;27.0;db;product/D-GLPSZ-3.png;;
N-GLPSZ-7-16A1;16 A-1 patentszem;0.066;Kg.;product/N-GLPSZ-1.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;119.0;1881.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-7-16A1;16 A-1 hajlított összekötőszem;0.066;Kg.;product/N-GLHOK-1.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Hajlított;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;105.0;3136.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-4-16A1;16 A-1 görgőslánc;2.6;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A1: 1 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;96.0;7119.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-4-16A1;16 A-1 patentszem;0.066;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;304.0;710.0;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-4-16A1;16 A-1 hajlított összekötőszem;0.066;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;85.0;1117.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-5-16A1;16 A-1 cseh görgőslánc;2.6;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A1: 1 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;125.2;7119.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-5-16A1;16 A-1 cseh patentszem;0.066;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;139.0;710.0;27.0;db;product/D-GLPSZ-1.png;;
N-GL-1-16A1;16 A-1 görgőslánc;2.6;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A1: 1 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;50.0;4585.9;27.0;m;product/D-GL-1.png;;
N-GLSPSZ-5-16A1;16 A-1 cseh sasszeges patentszem;0.066;Kg.;product/N-GLSPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros sasszeges rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;264.0;781.0;27.0;db;product/D-GLSPSZ-1.png;;
N-GLPSZ-1-16A1;16 A-1 patentszem;0.066;Kg.;product/N-GLPSZ-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;228.0;456.5;27.0;db;product/D-GLPSZ-1.png;;
N-GLHOK-1-16A1;16 A-1 hajlított összekötőszem;0.66;Kg.;product/N-GLHOK-1.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;137.0;639.1;27.0;db;product/D-GLHOK-1.png;;
N-GLHOK-5-16A1;16 A-1 cseh hajlított összekötőszem;0.066;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;25,4;;;7,92;38,9;;;;;;;;;;;16A1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;166.0;1117.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-2-16A1;16 A-1 görgőslánc;2.6;Kg.;product/N-GL-1.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A1: 1 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;66.72;4585.9;27.0;m;product/D-GL-1.png;;
N-GL-7-16A1_H;16 A-1 H görgőslánc;2.95;Kg.;product/N-GL-1_H.png;Görgősláncok;Prémium;Görgőslánc;;;Tömör;;25,4;15,75;15,88;;;;;;Erősített;;;;;;;16A1: 1 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű erősített (heavy) acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;45.77;15890.0;27.0;m;product/D-GL-1_H.png;;
N-GLPSZ-7-16A1_H;16 A-1 H patentszem;0.075;Kg.;product/N-GLPSZ-1_H.png;Patentszemek;Prémium;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;38,9;;;;Erősített;;;;;;;16A1: 1 soros rugós lemezes rögzítésű erősített (heavy) acél patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;131.0;2617.0;27.0;db;product/D-GLPSZ-1_H.png;;
N-GLHOK-7-16A1_H;16 A-1 H hajlított összekötőszem;0.075;Kg.;product/N-GLHOK-1_H.png;Patentszemek;Prémium;Görgőslánc;Acél;;Tömör;Hajlított;25,4;;;7,92;38,9;;;;Erősített;;;;;;;16A1: 1 soros sasszeges rögzítésű erősített (heavy) patentszem. Osztás: 25,4 mm., csaphosszúság: 38,9 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;119.0;3934.0;27.0;db;product/N-GLHOK-1_H.png;;
N-GL-4-16A2;16 A-2 görgőslánc;5.0;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A2: 2 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;90.0;10298.0;27.0;m;product/D-GL-2.png;;
N-GL-1-16A2;16 A-2 görgőslánc;5.0;Kg.;product/N-GL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A2: 2 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;25.0;9064.0;27.0;m;product/D-GL-2.png;;
N-GLPSZ-4-16A2;16 A-2 patentszem;0.127;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;68,1;;;;;;;;;;;16A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 68,1 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;101.0;1050.0;27.0;db;product/D-GLPSZ-2.png;;
N-HL-4-TM40;TM 40 hüvelyes lánc;5.5;Kg.;product/N-HL-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;40;;;;;;;;;;;;;;;Hüvelyes lánc, 40 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=40 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;67.0;30474.4;27.0;m;product/D-HL-1.png;;
N-GLPSZ-1-16A2;16 A-2 patentszem;0.127;Kg.;product/N-GLPSZ-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;25,4;;;7,92;68,1;;;;;;;;;;;16A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 25,4 mm., csaphosszúság: 68,1 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;98.0;902.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-4-16A2;16 A-2 hajlított összekötőszem;0.127;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;25,4;;;7,92;68,1;;;;;;;;;;;16A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 68,1 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;159.0;1662.0;27.0;db;product/D-GLHOK-2.png;;
N-GLHOK-1-16A2;16 A-2 hajlított összekötőszem;0.127;Kg.;product/N-GLHOK-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;25,4;;;7,92;68,1;;;;;;;;;;;16A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 25,4 mm., csaphosszúság: 68,1 mm., csapátmérő: 7,92 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;188.0;1262.8;27.0;db;product/D-GLHOK-2.png;;
N-HLPSZ-4-TM40;TM 40 patentszem;0.22;Kg.;product/N-HLPSZ-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;40;;;;;;;;;;;;;;;Patentszem hüvelyes lánchoz, 40 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=40 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;182.0;2148.3;27.0;db;product/D-HLPSZ-1.png;;
N-GL-2-16A2;16 A-2 görgőslánc;5.0;Kg.;product/N-GL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;25,4;15,75;15,88;;;;;;;;;;;;;16A2: 2 soros, 25,4 mm. osztású, 15,75 mm belső hevedertávolságú, 15,88 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;70.4;9064.0;27.0;m;product/D-GL-2.png;;
N-HL-5-TM40;TM 40 cseh hüvelyes lánc;5.5;Kg.;product/N-HL-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;40;;;;;;;;;;;;;;;Hüvelyes lánc, 40 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=40 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;8.0;3051.4;27.0;m;product/D-HL-1.png;;
N-HLPSZ-5-TM40;TM 40 cseh patentszem;0.22;Kg.;product/N-HLPSZ-1.png;Hüvelyes láncok;Európai;Hüvelyes lánc;;;Tömör;;40;;;;;;;;;;;;;;;Patentszem hüvelyes lánchoz, 40 mm osztással, nan mm hüvely átmérővel és nan mm belső hevedertávolsággal. (p=40 mm, b1=nan mm belső hevedertávolság, d1=nan mm.)<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;37.0;2148.3;27.0;db;product/D-HLPSZ-1.png;;
