Product ID;Active (0/1);Name *;Categories;Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;MPN;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Receive a low stock alert by email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags;Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order;Product available date;Product creation date;Show price;Image URLs;Image alt texts;Delete existing images;Feature(Name:Value:Position);Available online only;Condition;Customizable;Uploadable files;Text fields;Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories
;1;KR-06B1Z15 agyas lánckerék;Lánckerekek;960;1;;0;;0;;;N-KR-10-06B1_Z15;;;Európai;;;;;;;;0.1;5 nap;14 nap;5;;;;;;db;960;"Európai gyártmányú egysoros 15 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 15 fogszámú nem fogedzett agyas lánckerék;N-KR-10-06B1_Z15;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z15 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Nem:3,Fogszám:15:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z15 agyas lánckerék;Lánckerekek;960;1;;0;;0;;;N-KR-5-06B1_Z15_G;;;Európai;;;;;;;;0.1;5 nap;14 nap;3;;;;;;db;960;"Európai gyártmányú egysoros 15 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 15 fogszámú igen fogedzett agyas lánckerék;N-KR-5-06B1_Z15_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z15 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:15:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z15 agyas lánckerék;Lánckerekek;960;1;;0;;0;;;N-KR-4-06B1_Z15_G;;;Európai;;;;;;;;0.1;5 nap;14 nap;5;;;;;;db;960;"Európai gyártmányú egysoros 15 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 15 fogszámú igen fogedzett agyas lánckerék;N-KR-4-06B1_Z15_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z15 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:15:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z16 agyas lánckerék;Lánckerekek;1075;1;;0;;0;;;N-KR-10-06B1_Z16;;;Európai;;;;;;;;0.1;5 nap;14 nap;8;;;;;;db;1075;"Európai gyártmányú egysoros 16 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 16 fogszámú nem fogedzett agyas lánckerék;N-KR-10-06B1_Z16;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z16 agyas lánckerék;0;Fogszám:16:1,Kivitel:Egysoros:2,Anyag:Acél:3,Típus:Agyas lánckerék:4,Fogedzett:Nem:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z16 agyas lánckerék;Lánckerekek;1075;1;;0;;0;;;N-KR-4-06B1_Z16_G;;;Európai;;;;;;;;0.1;5 nap;14 nap;2;;;;;;db;1075;"Európai gyártmányú egysoros 16 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 16 fogszámú igen fogedzett agyas lánckerék;N-KR-4-06B1_Z16_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z16 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:16:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z17 agyas lánckerék;Lánckerekek;1248;1;;0;;0;;;N-KR-10-06B1_Z17;;;Európai;;;;;;;;0.1;5 nap;14 nap;0;;;;;;db;1248;"Európai gyártmányú egysoros 17 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 17 fogszámú nem fogedzett agyas lánckerék;N-KR-10-06B1_Z17;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z17 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Nem:3,Fogszám:17:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z17 agyas lánckerék;Lánckerekek;1248;1;;0;;0;;;N-KR-4-06B1_Z17_G;;;Európai;;;;;;;;0.1;5 nap;14 nap;10;;;;;;db;1248;"Európai gyártmányú egysoros 17 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 17 fogszámú igen fogedzett agyas lánckerék;N-KR-4-06B1_Z17_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z17 agyas lánckerék;0;Típus:Agyas lánckerék:1,Fogedzett:Igen:2,Fogszám:17:3,Kivitel:Egysoros:4,Anyag:Acél:5;;;;;;;;;;;;;;;;
;1;KR-08B1Z12 agyas lánckerék;Lánckerekek;1472;1;;0;;0;;;N-KR-5-08B1_Z12_G;;;Európai;;;;;;;;0.2;5 nap;14 nap;19;;;;;;db;1472;"Európai gyártmányú egysoros 12 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 12 fogszámú igen fogedzett agyas lánckerék;N-KR-5-08B1_Z12_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-08B1Z12 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Igen:3,Fogszám:12:4,Kivitel:Egysoros:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z18 agyas lánckerék;Lánckerekek;1261;1;;0;;0;;;N-KR-10-06B1_Z18;;;Európai;;;;;;;;0.2;5 nap;14 nap;0;;;;;;db;1261;"Európai gyártmányú egysoros 18 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 18 fogszámú nem fogedzett agyas lánckerék;N-KR-10-06B1_Z18;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z18 agyas lánckerék;0;Típus:Agyas lánckerék:1,Fogedzett:Nem:2,Fogszám:18:3,Kivitel:Egysoros:4,Anyag:Acél:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z18 agyas lánckerék;Lánckerekek;1261;1;;0;;0;;;N-KR-4-06B1_Z18_G;;;Európai;;;;;;;;0.2;5 nap;14 nap;15;;;;;;db;1261;"Európai gyártmányú egysoros 18 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 18 fogszámú igen fogedzett agyas lánckerék;N-KR-4-06B1_Z18_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z18 agyas lánckerék;0;Fogedzett:Igen:1,Fogszám:18:2,Kivitel:Egysoros:3,Anyag:Acél:4,Típus:Agyas lánckerék:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z19 agyas lánckerék;Lánckerekek;1357;1;;0;;0;;;N-KR-10-06B1_Z19;;;Európai;;;;;;;;0.2;5 nap;14 nap;12;;;;;;db;1357;"Európai gyártmányú egysoros 19 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 19 fogszámú nem fogedzett agyas lánckerék;N-KR-10-06B1_Z19;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z19 agyas lánckerék;0;Fogszám:19:1,Kivitel:Egysoros:2,Anyag:Acél:3,Típus:Agyas lánckerék:4,Fogedzett:Nem:5;;;;;;;;;;;;;;;;
;1;KR-06B1Z19 agyas lánckerék;Lánckerekek;1357;1;;0;;0;;;N-KR-4-06B1_Z19_G;;;Európai;;;;;;;;0.2;5 nap;14 nap;3;;;;;;db;1357;"Európai gyártmányú egysoros 19 fogszámú igen fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú egysoros 19 fogszámú igen fogedzett agyas lánckerék;N-KR-4-06B1_Z19_G;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-1.png,http://localhost/product-images/D-KR-1.png;KR-06B1Z19 agyas lánckerék;0;Kivitel:Egysoros:1,Anyag:Acél:2,Típus:Agyas lánckerék:3,Fogedzett:Igen:4,Fogszám:19:5;;;;;;;;;;;;;;;;
;1;KR-08B2Z10 agyas lánckerék;Lánckerekek;1319;1;;0;;0;;;N-KR-10-08B2_Z10;;;Európai;;;;;;;;0.2;5 nap;14 nap;1;;;;;;db;1319;"Európai gyártmányú kétsoros 10 fogszámú nem fogedzett agyas lánckerék.<p style='color: red;'>A lánckerék technikai furattal van ellátva. Amennyiben megmunkálva kívánja beszerezni, vegye fel a kapcsolatot a munkatársunkkal a kívánt furat méretének egyeztetése érdekében!</p><br><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!";;Lánckerék;Lánckerék;soros lánckerék;Európai gyártmányú kétsoros 10 fogszámú nem fogedzett agyas lánckerék;N-KR-10-08B2_Z10;Raktáron;Rendelhető;1;;;1;http://localhost/product-images/N-KR-2.png,http://localhost/product-images/D-KR-2.png;KR-08B2Z10 agyas lánckerék;0;Anyag:Acél:1,Típus:Agyas lánckerék:2,Fogedzett:Nem:3,Fogszám:10:4,Kivitel:Kétsoros:5;;;;;;;;;;;;;;;;
